,v_fabricante,v_producto,v_cadena_busqueda,aux.matches.ip_str,aux.matches.isp,aux.matches.location.city,aux.matches.location.longitude,aux.matches.location.latitude,aux.matches.location.country_name,aux.matches.location.country_code3,aux.matches.os,aux.matches.org,aux.matches.asn
153,ACKP,Generic,AKCP Embedded Web Server,62.48.32.12,Playnet S.R.L.,Florence,11.2463,43.7793,Italy,ITA,NA,Playnet S.R.L.,AS13284
154,ACKP,Generic,AKCP Embedded Web Server,61.221.120.247,HiNet,NA,121,23.5,Taiwan,TWN,NA,HiNet,AS3462
155,ACKP,Generic,AKCP Embedded Web Server,128.39.64.30,UNINETT AS,Kristiansand,7.9974,58.1496,Norway,NOR,Windows 7 or 8,UNINETT AS,AS224
156,ACKP,Generic,AKCP Embedded Web Server,128.39.64.43,UNINETT AS,Kristiansand,7.9974,58.1496,Norway,NOR,NA,UNINETT AS,AS224
157,ACKP,Generic,AKCP Embedded Web Server,37.84.194.233,Deutsche Telekom AG,NA,9.49100000000001,51.2993,Germany,DEU,NA,Deutsche Telekom AG,AS3320
158,ACKP,Generic,AKCP Embedded Web Server,157.157.222.205,Siminn,Höfn,-15.2121,64.2539,Iceland,ISL,NA,Siminn,AS6677
159,ACKP,Generic,AKCP Embedded Web Server,80.13.203.224,Orange,NA,2.33869999999999,48.8582,France,FRA,NA,Orange,AS3215
160,ACKP,Generic,AKCP Embedded Web Server,193.206.170.129,Consortium GARR,Caravate,8.65430000000001,45.8786,Italy,ITA,NA,Consortium GARR,AS137
161,ACKP,Generic,AKCP Embedded Web Server,72.46.218.234,Ets Telephone Company,Sugar Land,-95.6335,29.5557,United States,USA,NA,enTouch,AS12177
162,ACKP,Generic,AKCP Embedded Web Server,12.202.204.105,AT&T Services,Murfreesboro,-86.421,35.8596,United States,USA,NA,AT&T Services,AS7018
163,ACKP,Generic,AKCP Embedded Web Server,80.56.80.202,Ziggo,Hellevoetsluis,4.14830000000001,51.8273,Netherlands,NLD,NA,UPC NL,AS6830
164,ACKP,Generic,AKCP Embedded Web Server,213.115.5.147,Bredbandsbolaget AB,Göteborg,11.9667,57.7167,Sweden,SWE,NA,Bredbandsbolaget AB,AS2119
165,ACKP,Generic,AKCP Embedded Web Server,60.249.79.159,HiNet,NA,121,23.5,Taiwan,TWN,NA,HiNet,AS3462
166,ACKP,Generic,AKCP Embedded Web Server,212.203.52.82,Leunet AG,Frauenfeld,8.8989,47.5578,Switzerland,CHE,NA,Leunet AG Frauenfeld,AS25375
167,ACKP,Generic,AKCP Embedded Web Server,220.128.233.13,HiNet,Hsinchu,120.9686,24.8036,Taiwan,TWN,NA,HiNet,AS3462
168,Allen-Bradley,Generic,Allen-Bradley,91.149.55.30,Netett Sverige AB,NA,10.75,59.95,Norway,NOR,NA,Nordisk Mobiltelefon Norway A/S,AS2116
169,Allen-Bradley,Generic,Allen-Bradley,99.2.140.14,AT&T U-verse,Smyrna,-86.542,35.9593,United States,USA,NA,AT&T U-verse,AS7018
170,Allen-Bradley,Generic,Allen-Bradley,66.172.203.59,Long Lines Internet,South Sioux City,-96.4535,42.4555,United States,USA,NA,Long Lines Internet,AS32867
171,Allen-Bradley,Generic,Allen-Bradley,166.219.226.165,AT&T Wireless,NA,-97.822,37.751,United States,USA,NA,AT&T Wireless,AS20057
172,Allen-Bradley,Generic,Allen-Bradley,166.168.48.248,Verizon Wireless,NA,-97.822,37.751,United States,USA,NA,Verizon Wireless,AS22394
173,Allen-Bradley,Generic,Allen-Bradley,166.141.1.56,Verizon Wireless,NA,-97.822,37.751,United States,USA,NA,Verizon Wireless,AS22394
174,Allen-Bradley,Generic,Allen-Bradley,96.1.104.60,Telus Mobility,Carstairs,-114.1,51.5333,Canada,CAN,NA,Telus Mobility,AS852
175,Allen-Bradley,Generic,Allen-Bradley,166.247.38.117,Verizon Wireless,NA,-97.822,37.751,United States,USA,NA,Verizon Wireless,AS22394
176,Allen-Bradley,Generic,Allen-Bradley,65.70.0.246,AT&T Internet Services,NA,-97.822,37.751,United States,USA,NA,AT&T Internet Services,AS7018
177,Allen-Bradley,Generic,Allen-Bradley,209.52.48.155,Telus Communications,NA,-79.3716,43.6319,Canada,CAN,NA,Telus Communications,AS852
178,Allen-Bradley,Generic,Allen-Bradley,79.136.43.236,Bahnhof Internet AB,Stockholm,18.05,59.3333,Sweden,SWE,NA,Bahnhof Internet AB,AS8473
179,Allen-Bradley,Generic,Allen-Bradley,166.130.51.119,AT&T Wireless,Atlanta,-84.388,33.749,United States,USA,NA,AT&T Wireless,AS20057
180,Allen-Bradley,Generic,Allen-Bradley,83.56.43.70,Telefonica de Espana Static IP,Arroyomolinos,-3.9195,40.2695,Spain,ESP,NA,Telefonica de Espana Static IP,AS3352
181,Allen-Bradley,Generic,Allen-Bradley,50.122.92.210,Frontier Communications,Kingston,-88.7629,42.1066,United States,USA,NA,Frontier Communications,AS5650
182,Allen-Bradley,Generic,Allen-Bradley,166.166.63.142,Verizon Wireless,NA,-97.822,37.751,United States,USA,NA,Verizon Wireless,AS22394
183,Allen-Bradley,Generic,Allen-Bradley,91.149.55.29,Netett Sverige AB,NA,10.75,59.95,Norway,NOR,NA,Nordisk Mobiltelefon Norway A/S,AS2116
184,Allen-Bradley,Generic,Allen-Bradley,166.142.80.147,Verizon Wireless,NA,-97.822,37.751,United States,USA,NA,Verizon Wireless,AS22394
185,Allen-Bradley,Generic,Allen-Bradley,70.88.73.105,Comcast Cable,NA,-97.822,37.751,United States,USA,NA,Comcast Business,AS7922
186,Allen-Bradley,Generic,Allen-Bradley,24.39.223.70,Time Warner Cable,Valatie,-73.6564,42.4076,United States,USA,NA,Time Warner Cable,AS11351
187,Allen-Bradley,Generic,Allen-Bradley,166.155.68.24,Verizon Wireless,NA,-97.822,37.751,United States,USA,NA,Verizon Wireless,AS22394
188,Allen-Bradley,Generic,Allen-Bradley,131.128.105.24,University of Rhode Island,Kingston,-71.5208,41.4773,United States,USA,NA,University of Rhode Island,AS14348
189,Allen-Bradley,Generic,Allen-Bradley,166.152.32.51,Verizon Wireless,NA,-97.822,37.751,United States,USA,NA,Verizon Wireless,AS22394
190,Allen-Bradley,Generic,Allen-Bradley,67.217.133.172,Business Only Broadband,Westmont,-87.9709,41.7949,United States,USA,NA,Business Only Broadband,AS30373
191,Allen-Bradley,Generic,Allen-Bradley,82.155.107.204,MEO,Sardoal,-8.16139999999999,39.536,Portugal,PRT,NA,MEO,AS3243
192,Allen-Bradley,Generic,Allen-Bradley,166.142.200.165,Verizon Wireless,NA,-97.822,37.751,United States,USA,NA,Verizon Wireless,AS22394
193,Allen-Bradley,Generic,Allen-Bradley,166.246.243.53,Verizon Wireless,NA,-97.822,37.751,United States,USA,NA,Verizon Wireless,AS22394
194,Allen-Bradley,Generic,Allen-Bradley,72.46.180.106,Premier Communications,Spirit Lake,-95.0932,43.4216,United States,USA,NA,Premier Communications,AS53347
195,Allen-Bradley,Generic,Allen-Bradley,129.89.50.24,University of Wisconsin - Milwaukee,Milwaukee,-87.9065,43.0389,United States,USA,NA,University of Wisconsin - Milwaukee,AS7050
196,Allen-Bradley,Generic,Allen-Bradley,67.219.174.54,Panhandle Telecommunications Systems,Beaver,-100.4768,36.7474,United States,USA,NA,Panhandle Telecommunications Systems,AS11067
197,Allen-Bradley,Generic,Allen-Bradley,199.167.141.93,Kore Wireless Pty,Toronto,-79.5767,43.6437,Canada,CAN,NA,Kore Wireless Pty,AS19271
198,Allen-Bradley,Generic,Allen-Bradley,2.194.1.180,Telecom Italia Mobile,Agrigento,13.5766,37.3107,Italy,ITA,NA,Telecom Italia Mobile,AS16232
199,Allen-Bradley,Generic,Allen-Bradley,146.57.46.195,University of Minnesota,Morris,-95.9544,45.586,United States,USA,NA,University of Minnesota,AS217
200,Allen-Bradley,Generic,Allen-Bradley,173.181.142.235,Telus Mobility,Edmonton,-113.5785,53.4179,Canada,CAN,NA,Telus Mobility,AS852
201,Allen-Bradley,Generic,Allen-Bradley,193.192.193.32,Wirelesslogic Ltd,Malvern,-2.3272,52.0951,United Kingdom,GBR,NA,Wirelesslogic Ltd,AS51320
202,Allen-Bradley,Generic,Allen-Bradley,199.167.142.182,Kore Wireless Pty,Toronto,-79.5767,43.6437,Canada,CAN,NA,Kore Wireless Pty,AS19271
203,Allen-Bradley,Generic,Allen-Bradley,138.117.51.240,Quasar Internet,San Carlos De Bariloche,-71.2917,-41.1333,Argentina,ARG,NA,Quasar Internet,AS263757
204,Allen-Bradley,Generic,Allen-Bradley,129.130.21.141,Kansas State University,Manhattan,-96.5246,39.1023,United States,USA,NA,Kansas State University,AS2701
205,Allen-Bradley,Generic,Allen-Bradley,143.116.86.4,SCI Technology,Huntsville,-86.5859,34.7304,United States,USA,NA,Sanmina-SCI Corporation,AS23154
206,Allen-Bradley,Generic,Allen-Bradley,64.19.102.37,Dobson Technologies - Transport and Telecom Soluti,Shawnee,-96.9398,35.3981,United States,USA,NA,Dobson Technologies - Transport and Telecom Soluti,AS30029
207,Allen-Bradley,Generic,Allen-Bradley,81.149.103.34,BT,NA,-0.122399999999999,51.4964,United Kingdom,GBR,NA,BT,AS2856
208,Allen-Bradley,Generic,Allen-Bradley,24.149.10.76,The Municipal Communications Utility of the City o,Cedar Falls,-92.5169,42.5174,United States,USA,NA,The Municipal Communications Utility of the City o,AS13855
209,Allen-Bradley,Generic,Allen-Bradley,212.73.45.36,Vodafone Spain,NA,-3.684,40.4172,Spain,ESP,NA,Vodafone Spain,AS12430
210,Allen-Bradley,Generic,Allen-Bradley,193.220.194.106,Marlink Enterprise AS,NA,4.89949999999999,52.3824,Netherlands,NLD,NA,MSS Mobile,AS44933
211,Allen-Bradley,Generic,Allen-Bradley,142.46.240.78,Brantford Hydro,Waterford,-80.5572,42.6618,Canada,CAN,NA,Brantford Hydro,AS19752
212,Allen-Bradley,Generic,Allen-Bradley,24.225.9.134,Rural Telephone Service Co,Phillipsburg,-99.3117,39.7847,United States,USA,NA,Rural Telephone Service Co,AS14155
213,Allen-Bradley,Generic,Allen-Bradley,24.106.127.35,Time Warner Cable,Columbus,-83.0444,39.9881,United States,USA,NA,Time Warner Cable,AS10796
214,Allen-Bradley,Generic,Allen-Bradley,142.55.112.25,Sheridan College,Oakville,-79.7098,43.4881,Canada,CAN,NA,Sheridan College,AS5664
215,Allen-Bradley,Generic,Allen-Bradley,142.55.112.22,Sheridan College,Oakville,-79.7098,43.4881,Canada,CAN,NA,Sheridan College,AS5664
216,Allen-Bradley,Generic,Allen-Bradley,166.166.93.161,Verizon Wireless,NA,-97.822,37.751,United States,USA,NA,Verizon Wireless,AS22394
217,Allen-Bradley,Generic,Allen-Bradley,157.157.218.95,Siminn,Kópavogur,-21.8749,64.099,Iceland,ISL,NA,Siminn,AS6677
218,Allen-Bradley,Generic,Allen-Bradley,166.155.225.186,Verizon Wireless,NA,-97.822,37.751,United States,USA,NA,Verizon Wireless,AS22394
219,Allen-Bradley,Generic,Allen-Bradley,166.145.90.227,Verizon Wireless,NA,-97.822,37.751,United States,USA,NA,Verizon Wireless,AS22394
220,Allen-Bradley,Generic,Allen-Bradley,146.57.176.111,University of Minnesota,Oklee,-95.8279,47.934,United States,USA,NA,University of Minnesota,AS217
221,Allen-Bradley,Generic,Allen-Bradley,129.89.50.26,University of Wisconsin - Milwaukee,Milwaukee,-87.9065,43.0389,United States,USA,NA,University of Wisconsin - Milwaukee,AS7050
222,Allen-Bradley,Generic,Allen-Bradley,166.130.131.168,AT&T Wireless,Atlanta,-84.388,33.749,United States,USA,NA,AT&T Wireless,AS20057
223,Allen-Bradley,Generic,Allen-Bradley,166.156.10.158,Verizon Wireless,NA,-97.822,37.751,United States,USA,NA,Verizon Wireless,AS22394
224,Allen-Bradley,Generic,Allen-Bradley,74.221.37.49,Long Lines Internet,Le Mars,-96.2132,42.7809,United States,USA,NA,Long Lines Internet,AS32867
225,Allen-Bradley,Generic,Allen-Bradley,143.116.86.5,SCI Technology,Huntsville,-86.5859,34.7304,United States,USA,NA,Sanmina-SCI Corporation,AS23154
226,Allen-Bradley,Generic,Allen-Bradley,166.239.207.62,Verizon Wireless,NA,-97.822,37.751,United States,USA,NA,Verizon Wireless,AS22394
227,Allen-Bradley,Generic,Allen-Bradley,184.1.191.5,CenturyLink,Greenville,-77.3008,35.5235,United States,USA,NA,CenturyLink,AS209
228,Allen-Bradley,Generic,Allen-Bradley,96.94.121.177,Comcast Cable,Pittsburgh,-79.977,40.4426,United States,USA,NA,Comcast Business,AS7922
229,Allen-Bradley,Generic,Allen-Bradley,50.75.67.51,Time Warner Cable,Geneva,-77.0251,42.8563,United States,USA,NA,Time Warner Cable,AS11351
230,Allen-Bradley,Generic,Allen-Bradley,73.32.1.171,Comcast Cable,Houston,-95.1462,29.839,United States,USA,NA,Comcast Cable,AS7922
231,Allen-Bradley,Generic,Allen-Bradley,192.237.29.239,Region of Waterloo,Kitchener,-80.4891,43.4443,Canada,CAN,NA,Rogers Cable,AS812
232,Allen-Bradley,Generic,Allen-Bradley,199.167.142.186,Kore Wireless Pty,Toronto,-79.5767,43.6437,Canada,CAN,NA,Kore Wireless Pty,AS19271
233,Allen-Bradley,Generic,Allen-Bradley,208.71.32.204,Infobunker, L.L.C.,Story City,-93.6295,42.1943,United States,USA,NA,Infobunker, L.L.C.,AS36436
234,Allen-Bradley,Generic,Allen-Bradley,166.168.111.150,Verizon Wireless,NA,-97.822,37.751,United States,USA,NA,Verizon Wireless,AS22394
235,Allen-Bradley,Generic,Allen-Bradley,72.142.164.227,Rogers Cable,Toronto,-79.4204,43.6655,Canada,CAN,NA,Rogers Cable,AS20453
236,Allen-Bradley,Generic,Allen-Bradley,2.196.99.27,Telecom Italia Mobile,NA,12.1097,43.1479,Italy,ITA,NA,Telecom Italia Mobile,AS16232
237,Allen-Bradley,Generic,Allen-Bradley,166.130.114.115,AT&T Wireless,Atlanta,-84.388,33.749,United States,USA,NA,AT&T Wireless,AS20057
238,Allen-Bradley,Generic,Allen-Bradley,129.44.203.227,Verizon Business,NA,-97.822,37.751,United States,USA,NA,Verizon Business,AS701
239,Allen-Bradley,Generic,Allen-Bradley,199.167.142.180,Kore Wireless Pty,Toronto,-79.5767,43.6437,Canada,CAN,NA,Kore Wireless Pty,AS19271
240,Allen-Bradley,Generic,Allen-Bradley,166.249.65.25,Verizon Wireless,NA,-97.822,37.751,United States,USA,NA,Verizon Wireless,AS22394
241,Allen-Bradley,Generic,Allen-Bradley,50.121.233.158,Frontier Communications,Oakvale,-80.9626,37.3343,United States,USA,NA,Frontier Communications,AS5650
242,Allen-Bradley,Generic,Allen-Bradley,129.21.187.67,Rochester Institute of Technology,Rochester,-77.6376,43.0899,United States,USA,NA,Rochester Institute of Technology,AS4385
243,Allen-Bradley,Generic,Allen-Bradley,129.130.21.142,Kansas State University,Manhattan,-96.5246,39.1023,United States,USA,NA,Kansas State University,AS2701
244,Allen-Bradley,Generic,Allen-Bradley,129.133.8.75,Wesleyan University,Middletown,-72.6506,41.5623,United States,USA,NA,Wesleyan University,AS167
245,Allen-Bradley,Generic,Allen-Bradley,74.220.229.13,WorldPath Internet Services,Rochester,-70.9756,43.3045,United States,USA,NA,WorldPath Internet Services,AS21547
246,Allen-Bradley,Generic,Allen-Bradley,69.41.134.90,Pend Oreille Valley Network,Newport,-117.2403,48.1554,United States,USA,NA,Pend Oreille Valley Network,AS29774
247,Allen-Bradley,Generic,Allen-Bradley,166.251.165.143,Verizon Wireless,NA,-97.822,37.751,United States,USA,NA,Verizon Wireless,AS22394
248,Allen-Bradley,Generic,Allen-Bradley,173.182.9.84,Telus Communications,NA,-79.3716,43.6319,Canada,CAN,NA,Telus Communications,AS852
249,Allen-Bradley,Generic,Allen-Bradley,71.83.141.70,Spectrum,Mojave,-118.1302,35.0979,United States,USA,NA,Spectrum,AS20115
250,Allen-Bradley,Generic,Allen-Bradley,166.161.3.206,Verizon Wireless,NA,-97.822,37.751,United States,USA,NA,Verizon Wireless,AS22394
251,Allen-Bradley,Generic,Allen-Bradley,119.75.21.75,Singtel Enterprise,Singapore,103.8558,1.29310000000001,Singapore,SGP,NA,SingNet Pte Ltd,AS3758
252,Allen-Bradley,Generic,Allen-Bradley,190.139.41.182,Telecom Argentina S.A.,Victoria,-60.1548,-32.6184,Argentina,ARG,NA,Telecom Argentina S.A.,AS7303
253,Allen-Bradley,Generic,Allen-Bradley,166.161.163.7,Verizon Wireless,NA,-97.822,37.751,United States,USA,NA,Verizon Wireless,AS22394
254,Allen-Bradley,Generic,Allen-Bradley,129.89.50.39,University of Wisconsin - Milwaukee,Milwaukee,-87.9065,43.0389,United States,USA,NA,University of Wisconsin - Milwaukee,AS7050
255,Allen-Bradley,Generic,Allen-Bradley,60.237.173.142,Biglobe,Chiba,140.1233,35.6047,Japan,JPN,NA,Biglobe,AS2518
256,Allen-Bradley,Generic,Allen-Bradley,104.50.236.208,AT&T U-verse,Sullivans Island,-79.8396,32.7659,United States,USA,NA,AT&T U-verse,AS7018
257,Allen-Bradley,Generic,Allen-Bradley,59.120.82.43,HiNet,Taichung,120.6839,24.1469,Taiwan,TWN,NA,HiNet,AS3462
258,Allen-Bradley,Generic,Allen-Bradley,166.139.102.223,Verizon Wireless,NA,-97.822,37.751,United States,USA,NA,Verizon Wireless,AS22394
259,Allen-Bradley,Generic,Allen-Bradley,206.75.47.138,Telus Communications,Canmore,-115.3461,51.0876,Canada,CAN,NA,Telus Communications,AS852
260,Allen-Bradley,Generic,Allen-Bradley,76.70.8.87,Bell Canada,Mississauga,-79.6164,43.5419,Canada,CAN,NA,Bell Canada,AS577
261,Allen-Bradley,Generic,Allen-Bradley,58.19.204.21,China Unicom HuBei,Wuhan,114.2734,30.5801,China,CHN,NA,China Unicom HuBei,AS4837
262,Allen-Bradley,Generic,Allen-Bradley,70.186.236.43,Cox Communications,Bentonville,-94.2514,36.3457,United States,USA,NA,Cox Communications,AS22773
263,Allen-Bradley,Generic,Allen-Bradley,107.85.58.144,AT&T Wireless,NA,-97.822,37.751,United States,USA,NA,AT&T Wireless,AS20057
264,Allen-Bradley,Generic,Allen-Bradley,166.139.174.253,Verizon Wireless,NA,-97.822,37.751,United States,USA,NA,Verizon Wireless,AS22394
265,Allen-Bradley,Generic,Allen-Bradley,63.64.47.125,Verizon Business,Bonners Ferry,-116.511,48.7581,United States,USA,NA,E.L. Internet Northwest,AS23263
266,Allen-Bradley,Generic,Allen-Bradley,72.34.97.54,Race Technologies,Tehachapi,-118.511,35.1293,United States,USA,NA,Race Technologies,AS30041
267,Allen-Bradley,Generic,Allen-Bradley,166.247.33.196,Verizon Wireless,NA,-97.822,37.751,United States,USA,NA,Verizon Wireless,AS22394
268,BroadWeb,Generic,BroadWeb,106.120.81.92,China Telecom Guangdong,Beijing,116.3883,39.9289,China,CHN,NA,China Telecom Beijing,AS4847
269,BroadWeb,Generic,BroadWeb,131.94.128.198,Florida International University,Miami,-80.4582,25.5584,United States,USA,NA,Florida International University,AS3681
270,BroadWeb,Generic,BroadWeb,60.249.201.138,HiNet,Kaohsiung,120.3133,22.6163,Taiwan,TWN,NA,HiNet,AS3462
271,BroadWeb,Generic,BroadWeb,58.56.141.118,China Telecom Shandong,Qingdao,120.3719,36.0986,China,CHN,NA,China Telecom Shandong,AS4134
272,BroadWeb,Generic,BroadWeb,140.117.65.10,Taiwan Academic Network (TANet) Information Center,NA,121,23.5,Taiwan,TWN,NA,National Sun Yat-sen University,AS17713
273,BroadWeb,Generic,BroadWeb,60.248.45.235,HiNet,Tainan,120.2133,22.9908,Taiwan,TWN,NA,HiNet,AS3462
274,BroadWeb,Generic,BroadWeb,222.73.111.249,China Telecom Shanghai,Shanghai,121.3997,31.0456,China,CHN,NA,China Telecom Shanghai,AS4812
275,BroadWeb,Generic,BroadWeb,181.129.146.74,UNE,Barranquilla,-74.7813,10.9685,Colombia,COL,NA,UNE,AS13489
276,BroadWeb,Generic,BroadWeb,120.78.230.24,Aliyun Computing Co.,Hangzhou,120.1614,30.2936,China,CHN,NA,Hangzhou Alibaba Advertising Co.,Ltd.,AS37963
277,BroadWeb,Generic,BroadWeb,110.54.126.187,QTNet,Sasebo,129.7228,33.1592,Japan,JPN,NA,QTNet,AS7679
278,BroadWeb,Generic,BroadWeb,123.240.224.28,TBC,Taipei,121.5318,25.0478,Taiwan,TWN,NA,TBC,AS131596
279,BroadWeb,Generic,BroadWeb,180.76.176.35,Beijing Baidu Netcom Science and Technology Co.,Beijing,116.3883,39.9289,China,CHN,NA,Beijing Baidu Netcom Science and Technology Co.,AS38365
280,BroadWeb,Generic,BroadWeb,220.132.217.34,HiNet,Taichung,120.6839,24.1469,Taiwan,TWN,NA,HiNet,AS3462
281,BroadWeb,Generic,BroadWeb,150.138.164.141,China Telecom Shandong,Jinan,116.9972,36.6683,China,CHN,NA,Xiangtan,AS58541
282,BroadWeb,Generic,BroadWeb,58.137.218.6,CS LoxInfo,NA,100.4667,13.75,Thailand,THA,NA,Suan Sunandha Rajabhat University,AS4750
283,BroadWeb,Generic,BroadWeb,123.240.34.181,TBC,Taipei,121.5318,25.0478,Taiwan,TWN,NA,TBC,AS131596
284,BroadWeb,Generic,BroadWeb,52.187.27.31,Microsoft Corporation,Singapore,103.8558,1.29310000000001,Singapore,SGP,NA,Microsoft Azure,AS8075
285,BroadWeb,Generic,BroadWeb,61.222.103.5,HiNet,Taipei,121.5318,25.0478,Taiwan,TWN,NA,HiNet,AS3462
286,BroadWeb,Generic,BroadWeb,218.97.3.107,China Network Information Center,Beijing,116.3883,39.9289,China,CHN,NA,China Enterprise Communications,AS10212
287,BroadWeb,Generic,BroadWeb,13.114.243.215,Amazon Data Services Japan,Tokyo,139.7514,35.685,Japan,JPN,NA,Amazon Data Services Japan,AS16509
288,BroadWeb,Generic,BroadWeb,140.120.25.193,Taiwan Academic Network (TANet) Information Center,NA,121,23.5,Taiwan,TWN,NA,National Chung Hsing University,AS38847
289,BroadWeb,Generic,BroadWeb,124.9.8.231,Taiwan Fixed Network,Taipei,121.5318,25.0478,Taiwan,TWN,NA,Taiwan Fixed Network,AS9924
290,BroadWeb,Generic,BroadWeb,123.240.34.103,TBC,Taipei,121.5318,25.0478,Taiwan,TWN,NA,TBC,AS131596
291,BroadWeb,Generic,BroadWeb,147.229.159.108,Brno University of Technology,Brno,16.6333,49.2,Czech Republic,CZE,NA,Brno University of Technology,AS197451
292,General Electric,Cimplicity,CIMPLICITY-HttpSvr,61.60.17.213,HiNet,Taipei,121.5318,25.0478,Taiwan,TWN,NA,Government Service Network (GSN),AS4782
293,General Electric,Cimplicity,CIMPLICITY-HttpSvr,80.120.153.172,Telekom Austria,NA,16.3667,48.2,Austria,AUT,NA,Telekom Austria,AS8447
294,General Electric,Cimplicity,CIMPLICITY-HttpSvr,195.70.14.237,DFI Service SA,NA,8.1551,47.1449,Switzerland,CHE,NA,DFI Service SA,AS12333
295,General Electric,Cimplicity,CIMPLICITY-HttpSvr,220.94.118.161,Korea Telecom,Daegu,128.5911,35.8703,Korea, Republic of,KOR,NA,Korea Telecom,AS4766
296,General Electric,Cimplicity,CIMPLICITY-HttpSvr,79.188.201.155,Orange Polska,Strzelce Krajenskie,15.5031,52.9065,Poland,POL,NA,Orange Polska,AS5617
297,General Electric,Cimplicity,CIMPLICITY-HttpSvr,83.16.77.203,Orange Polska,NA,21.0362,52.2394,Poland,POL,NA,Orange Polska,AS5617
298,General Electric,Cimplicity,CIMPLICITY-HttpSvr,83.16.77.200,Orange Polska,NA,21.0362,52.2394,Poland,POL,NA,Orange Polska,AS5617
299,General Electric,Cimplicity,CIMPLICITY-HttpSvr,83.16.77.201,Orange Polska,NA,21.0362,52.2394,Poland,POL,NA,Orange Polska,AS5617
300,General Electric,Cimplicity,CIMPLICITY-HttpSvr,210.61.231.90,HiNet,NA,121,23.5,Taiwan,TWN,NA,HiNet,AS3462
301,General Electric,Cimplicity,CIMPLICITY-HttpSvr,195.175.86.150,Turk Telekom,Istanbul,28.9647,41.0186,Turkey,TUR,NA,Turk Telekom,AS9121
302,General Electric,Cimplicity,CIMPLICITY-HttpSvr,83.16.77.202,Orange Polska,NA,21.0362,52.2394,Poland,POL,NA,Orange Polska,AS5617
303,General Electric,Cimplicity,CIMPLICITY-HttpSvr,221.152.182.252,Korea Telecom,NA,126.9741,37.5112,Korea, Republic of,KOR,NA,Korea Telecom,AS4766
304,General Electric,Cimplicity,CIMPLICITY-HttpSvr,194.78.90.20,Skynet Belgium,Turnhout,4.94999999999999,51.3167,Belgium,BEL,NA,Skynet Belgium,AS5432
305,General Electric,Cimplicity,CIMPLICITY-HttpSvr,77.76.174.160,Vida optics TVV Ltd.,Aprilzi,24.2833,42.3167,Bulgaria,BGR,NA,Vida optics TVV Ltd.,AS34295
306,General Electric,Cimplicity,CIMPLICITY-HttpSvr,217.196.28.250,JSC Kaztranscom,NA,68,48,Kazakhstan,KAZ,NA,JSC Kaztranscom,AS35104
307,General Electric,Cimplicity,CIMPLICITY-HttpSvr,130.160.230.32,The University of Alabama,Tuscaloosa,-87.5859,33.3072,United States,USA,NA,The University of Alabama,AS12173
308,General Electric,Cimplicity,CIMPLICITY-HttpSvr,79.9.239.2,Telecom Italia Business,Bussero,9.37200000000001,45.5341,Italy,ITA,NA,Telecom Italia Business,AS3269
309,General Electric,Cimplicity,CIMPLICITY-HttpSvr,69.167.236.35,Jackson Energy Authority,Jackson,-88.7021,35.7125,United States,USA,NA,Jackson Energy Authority,AS53435
310,General Electric,Cimplicity,CIMPLICITY-HttpSvr,89.230.79.64,Multimedia Polska S.A.,Chmielnik,22.1353,49.9771,Poland,POL,NA,Multimedia Polska S. A.,AS21021
311,General Electric,Cimplicity,CIMPLICITY-HttpSvr,94.56.217.226,Emirates Telecommunications Corporation,NA,54,24,United Arab Emirates,ARE,NA,Emirates Telecommunications Corporation,AS5384
312,General Electric,Cimplicity,CIMPLICITY-HttpSvr,123.63.194.69,Vodafone Mobile Services,Chennai,80.2833,13.0833,India,IND,NA,Vodafone India,AS55410
313,General Electric,Cimplicity,CIMPLICITY-HttpSvr,80.206.215.132,Telecom Italia Business,NA,12.1097,43.1479,Italy,ITA,NA,Telecom Italia Business,AS20959
314,General Electric,Cimplicity,CIMPLICITY-HttpSvr,80.90.12.22,SIA Datagrupa.lv,NA,25,57,Latvia,LVA,NA,Sia demvar,AS21156
315,General Electric,Cimplicity,CIMPLICITY-HttpSvr,71.245.156.153,Verizon Internet Services,Castleton On Hudson,-73.7042,42.5325,United States,USA,NA,Verizon Internet Services,AS701
316,General Electric,Cimplicity,CIMPLICITY-HttpSvr,94.246.188.13,ART-COM Sp. z o.o.,Jaworzno,19.2701,50.206,Poland,POL,NA,ART-COM Sp. z o.o.,AS33923
317,General Electric,Cimplicity,CIMPLICITY-HttpSvr,12.49.161.27,AT&T Services,NA,-97.822,37.751,United States,USA,NA,City Of Ripley,AS7018
318,Cimetrics,Eplus � BIP to BWS Gateway Firewall,Cimetrics Eplus Web Server,130.166.15.13,California State University, Northridge,Northridge,-118.5193,34.2346,United States,USA,NA,California State University, Northridge,AS2152
319,Cimetrics,Eplus � BIP to BWS Gateway Firewall,Cimetrics Eplus Web Server,96.84.198.50,Comcast Cable,New Britain,-72.7907,41.6903,United States,USA,NA,Comcast Business,AS7922
320,Cimetrics,Eplus � BIP to BWS Gateway Firewall,Cimetrics Eplus Web Server,74.142.228.147,Time Warner Cable,Columbus,-82.8695,40.0345,United States,USA,NA,Time Warner Cable,AS10796
321,Cimetrics,Eplus � BIP to BWS Gateway Firewall,Cimetrics Eplus Web Server,142.227.161.31,Canadian Department of Education,Berwick,-64.6566,45.0328,Canada,CAN,NA,Canadian Department of Education,AS23307
