,v_fabricante,v_producto,v_cadena_busqueda,aux.matches.ip_str,aux.matches.isp,aux.matches.location.city,aux.matches.location.longitude,aux.matches.location.latitude,aux.matches.location.country_name,aux.matches.location.country_code3,aux.matches.os,aux.matches.org,aux.matches.asn
479,Electro Industries GaugeTech,Generic,EIG Embedded Web Server,160.94.131.196,University of Minnesota,Osceola,-92.6306,45.277,United States,USA,NA,University of Minnesota,AS217
480,Electro Industries GaugeTech,Generic,EIG Embedded Web Server,134.129.208.5,North Dakota State University - Computer Center,Fargo,-96.7898,46.8772,United States,USA,NA,North Dakota State University - Computer Center,AS19530
481,Electro Industries GaugeTech,Generic,EIG Embedded Web Server,170.254.48.240,Autoridad del Canal de Panama,Panama,-79.5197,8.99359999999999,Panama,PAN,NA,Autoridad del Canal de Panama,AS23414
482,Electro Industries GaugeTech,Generic,EIG Embedded Web Server,166.239.185.235,Verizon Wireless,NA,-97.822,37.751,United States,USA,NA,Verizon Wireless,AS22394
483,Electro Industries GaugeTech,Generic,EIG Embedded Web Server,186.179.114.50,Cable Onda,NA,-80,9,Panama,PAN,NA,Cable Onda,AS27755
484,Electro Industries GaugeTech,Generic,EIG Embedded Web Server,186.1.17.156,Equipos Y Sistemas S.A.,Managua,-86.2683,12.1508,Nicaragua,NIC,NA,Equipos Y Sistemas S.A.,AS18840
485,Electro Industries GaugeTech,Generic,EIG Embedded Web Server,207.237.37.103,RCN,Middle Village,-73.8812,40.7178,United States,USA,NA,RCN,AS6079
486,Electro Industries GaugeTech,Generic,EIG Embedded Web Server,24.103.247.170,Time Warner Cable,New York,-73.9512,40.7805,United States,USA,NA,Time Warner Cable,AS12271
487,Electro Industries GaugeTech,Generic,EIG Embedded Web Server,70.35.149.234,NewCom International,Miami,-80.2144,25.9388,United States,USA,NA,NewCom International,AS32034
488,Electro Industries GaugeTech,Generic,EIG Embedded Web Server,170.254.48.230,Autoridad del Canal de Panama,Panama,-79.5197,8.99359999999999,Panama,PAN,NA,Autoridad del Canal de Panama,AS23414
489,Electro Industries GaugeTech,Generic,EIG Embedded Web Server,69.193.135.198,Time Warner Cable,New York,-73.9802,40.7252,United States,USA,NA,Time Warner Cable,AS12271
490,Electro Industries GaugeTech,Generic,EIG Embedded Web Server,186.179.114.50,Cable Onda,NA,-80,9,Panama,PAN,NA,Cable Onda,AS27755
491,Electro Industries GaugeTech,Generic,EIG Embedded Web Server,50.74.69.30,Time Warner Cable,Brooklyn,-73.9268,40.692,United States,USA,NA,Time Warner Cable,AS12271
492,Electro Industries GaugeTech,Generic,EIG Embedded Web Server,201.221.230.57,Liberty Technologies Corp.,Panama,-79.5197,8.99359999999999,Panama,PAN,NA,Liberty Technologies Corp.,AS27928
493,Electro Industries GaugeTech,Generic,EIG Embedded Web Server,95.13.76.58,Turk Telekom,Kirklareli,27.2252,41.7351,Turkey,TUR,NA,Turk Telekom,AS9121
494,Electro Industries GaugeTech,Generic,EIG Embedded Web Server,192.76.177.140,New York University,New York,-73.9885,40.7317,United States,USA,NA,New York University,AS12
495,Electro Industries GaugeTech,Generic,EIG Embedded Web Server,129.24.97.138,University of New Mexico,Albuquerque,-106.6729,35.0443,United States,USA,NA,University of New Mexico,AS3388
496,Electro Industries GaugeTech,Generic,EIG Embedded Web Server,100.33.142.99,Verizon Fios Business,Brooklyn,-74.0124,40.6166,United States,USA,NA,Verizon Fios Business,AS701
497,Electro Industries GaugeTech,Generic,EIG Embedded Web Server,170.254.48.238,Autoridad del Canal de Panama,Panama,-79.5197,8.99359999999999,Panama,PAN,NA,Autoridad del Canal de Panama,AS23414
498,Electro Industries GaugeTech,Generic,EIG Embedded Web Server,172.254.9.38,Time Warner Cable,Bayside,-73.7771,40.7684,United States,USA,NA,Time Warner Cable,AS12271
499,Electro Industries GaugeTech,Generic,EIG Embedded Web Server,166.239.185.239,Verizon Wireless,NA,-97.822,37.751,United States,USA,NA,Verizon Wireless,AS22394
500,Electro Industries GaugeTech,Generic,EIG Embedded Web Server,152.7.208.10,North Carolina Research and Education Network,Raleigh,-78.7239,35.7463,United States,USA,NA,North Carolina State University,AS11442
501,Electro Industries GaugeTech,Generic,EIG Embedded Web Server,108.21.110.102,Verizon Fios Business,New York,-73.9653,40.8006,United States,USA,NA,Verizon Fios Business,AS701
502,Electro Industries GaugeTech,Generic,EIG Embedded Web Server,134.129.208.31,North Dakota State University - Computer Center,Fargo,-96.7898,46.8772,United States,USA,NA,North Dakota State University - Computer Center,AS19530
503,Electro Industries GaugeTech,Generic,EIG Embedded Web Server,200.46.161.238,Cable Onda,NA,-80,9,Panama,PAN,NA,Cable Onda,AS21599
504,Electro Industries GaugeTech,Generic,EIG Embedded Web Server,200.46.239.238,Cable Onda,NA,-80,9,Panama,PAN,NA,Cable Onda,AS21599
505,Electro Industries GaugeTech,Generic,EIG Embedded Web Server,192.76.177.142,New York University,New York,-73.9885,40.7317,United States,USA,NA,New York University,AS12
506,Electro Industries GaugeTech,Generic,EIG Embedded Web Server,190.102.62.89,Digicel (Panama), S.A,NA,-80.9167,7.41669999999999,Panama,PAN,NA,DigiCloud - Pointivity,AS28005
507,Electro Industries GaugeTech,Generic,EIG Embedded Web Server,134.129.208.8,North Dakota State University - Computer Center,Fargo,-96.7898,46.8772,United States,USA,NA,North Dakota State University - Computer Center,AS19530
508,Electro Industries GaugeTech,Generic,EIG Embedded Web Server,24.103.7.252,Time Warner Cable,New York,-73.9862,40.7662,United States,USA,NA,Time Warner Cable,AS12271
509,Electro Industries GaugeTech,Generic,EIG Embedded Web Server,100.12.13.121,Verizon Fios Business,Corona,-73.8534,40.7497,United States,USA,NA,Verizon Fios Business,AS701
510,Electro Industries GaugeTech,Generic,EIG Embedded Web Server,166.239.185.236,Verizon Wireless,NA,-97.822,37.751,United States,USA,NA,Verizon Wireless,AS22394
511,Electro Industries GaugeTech,Generic,EIG Embedded Web Server,98.113.78.124,Verizon Fios Business,New York,-73.9933,40.7605,United States,USA,NA,Verizon Fios Business,AS701
512,Electro Industries GaugeTech,Generic,EIG Embedded Web Server,190.53.44.106,Amnet Telecomunicaciones S.A.,NA,-88.9167,13.8333,El Salvador,SLV,NA,Amnet Telecomunicaciones S.A.,AS27742
513,Electro Industries GaugeTech,Generic,EIG Embedded Web Server,129.24.33.9,University of New Mexico,Albuquerque,-106.6729,35.0443,United States,USA,NA,University of New Mexico,AS3388
514,Electro Industries GaugeTech,Generic,EIG Embedded Web Server,24.103.248.118,Time Warner Cable,New York,-73.9218,40.8626,United States,USA,NA,Time Warner Cable,AS12271
515,Electro Industries GaugeTech,Generic,EIG Embedded Web Server,190.105.154.89,Comunicaciones Tasion,Volcán,-82.6333,8.76669999999999,Panama,PAN,NA,Comunicaciones Tasion,AS52337
516,Electro Industries GaugeTech,Generic,EIG Embedded Web Server,134.129.208.7,North Dakota State University - Computer Center,Fargo,-96.7898,46.8772,United States,USA,NA,North Dakota State University - Computer Center,AS19530
517,Electro Industries GaugeTech,Generic,EIG Embedded Web Server,50.74.46.59,Time Warner Cable,New York,-73.9384,40.827,United States,USA,NA,Time Warner Cable,AS12271
518,Electro Industries GaugeTech,Generic,EIG Embedded Web Server,172.254.173.167,Time Warner Cable,Brooklyn,-73.9855,40.6617,United States,USA,NA,Time Warner Cable,AS12271
519,Electro Industries GaugeTech,Generic,EIG Embedded Web Server,190.5.242.110,Cable Onda,Panama,-79.5197,8.99359999999999,Panama,PAN,NA,Cable Onda,AS21599
520,Electro Industries GaugeTech,Generic,EIG Embedded Web Server,134.129.208.6,North Dakota State University - Computer Center,Fargo,-96.7898,46.8772,United States,USA,NA,North Dakota State University - Computer Center,AS19530
521,Electro Industries GaugeTech,Generic,EIG Embedded Web Server,208.59.117.196,RCN,Maplewood,-74.2662,40.7298,United States,USA,NA,RCN,AS6079
522,Electro Industries GaugeTech,Generic,EIG Embedded Web Server,64.191.6.4,Waverly Utilities,NA,-97.822,37.751,United States,USA,Linux 2.4-2.6,Waverly Utilities,AS20298
523,Electro Industries GaugeTech,Generic,EIG Embedded Web Server,172.254.9.106,Time Warner Cable,Bayside,-73.7771,40.7684,United States,USA,NA,Time Warner Cable,AS12271
524,Electro Industries GaugeTech,Generic,EIG Embedded Web Server,89.161.107.227,Telekomunikacja Podlasie Sp. z o.o.,Siemiatycze,22.9132,52.3932,Poland,POL,NA,Telekomunikacja Podlasie Sp. z o.o.,AS39375
525,Electro Industries GaugeTech,Generic,EIG Embedded Web Server,170.254.48.239,Autoridad del Canal de Panama,Panama,-79.5197,8.99359999999999,Panama,PAN,NA,Autoridad del Canal de Panama,AS23414
526,Electro Industries GaugeTech,Generic,EIG Embedded Web Server,170.254.48.233,Autoridad del Canal de Panama,Panama,-79.5197,8.99359999999999,Panama,PAN,NA,Autoridad del Canal de Panama,AS23414
527,Electro Industries GaugeTech,Generic,EIG Embedded Web Server,170.254.48.241,Autoridad del Canal de Panama,Panama,-79.5197,8.99359999999999,Panama,PAN,NA,Autoridad del Canal de Panama,AS23414
528,Electro Industries GaugeTech,Generic,EIG Embedded Web Server,100.12.131.156,Verizon Fios Business,Livingston,-74.3291,40.7871,United States,USA,NA,Verizon Fios Business,AS701
529,Electro Industries GaugeTech,Generic,EIG Embedded Web Server,72.80.117.206,Verizon Fios Business,New York,-73.943,40.8185,United States,USA,NA,Verizon Fios Business,AS701
530,Electro Industries GaugeTech,Generic,EIG Embedded Web Server,170.254.48.232,Autoridad del Canal de Panama,Panama,-79.5197,8.99359999999999,Panama,PAN,NA,Autoridad del Canal de Panama,AS23414
531,Electro Industries GaugeTech,Generic,EIG Embedded Web Server,72.89.243.52,Verizon Fios Business,New York,-73.9972,40.7517,United States,USA,NA,Verizon Fios Business,AS701
532,Electro Industries GaugeTech,Generic,EIG Embedded Web Server,100.38.216.170,Verizon Fios Business,Long Island City,-73.9361,40.74,United States,USA,NA,Verizon Fios Business,AS701
533,Electro Industries GaugeTech,Generic,EIG Embedded Web Server,190.5.242.108,Cable Onda,Panama,-79.5197,8.99359999999999,Panama,PAN,NA,Cable Onda,AS21599
534,Electro Industries GaugeTech,Generic,EIG Embedded Web Server,172.254.171.146,Time Warner Cable,Brooklyn,-73.9855,40.6617,United States,USA,NA,Time Warner Cable,AS12271
535,Electro Industries GaugeTech,Generic,EIG Embedded Web Server,190.5.228.68,Cable Onda,Panama,-79.5197,8.99359999999999,Panama,PAN,NA,Cable Onda,AS21599
536,Electro Industries GaugeTech,Generic,EIG Embedded Web Server,134.129.208.32,North Dakota State University - Computer Center,Fargo,-96.7898,46.8772,United States,USA,NA,North Dakota State University - Computer Center,AS19530
537,Electro Industries GaugeTech,Generic,EIG Embedded Web Server,190.102.62.89,Digicel (Panama), S.A,NA,-80.9167,7.41669999999999,Panama,PAN,NA,DigiCloud - Pointivity,AS28005
538,Electro Industries GaugeTech,Generic,EIG Embedded Web Server,172.254.138.58,Time Warner Cable,New York,-73.9503,40.7625,United States,USA,NA,Time Warner Cable,AS12271
539,Electro Industries GaugeTech,Generic,EIG Embedded Web Server,200.46.161.237,Cable Onda,NA,-80,9,Panama,PAN,NA,Cable Onda,AS21599
540,Electro Industries GaugeTech,Generic,EIG Embedded Web Server,75.127.189.115,Optimum Online,Westbury,-73.5814,40.757,United States,USA,NA,Optimum Online,AS6128
541,Electro Industries GaugeTech,Generic,EIG Embedded Web Server,200.46.196.247,Cable Onda,NA,-80,9,Panama,PAN,NA,Cable Onda,AS21599
542,Electro Industries GaugeTech,Generic,EIG Embedded Web Server,190.242.12.238,Columbus Networks de Colombia Limitada,NA,-80.9167,7.41669999999999,Panama,PAN,NA,Columbus Networks USA,AS23520
543,Electro Industries GaugeTech,Generic,EIG Embedded Web Server,209.161.123.50,Gbnet Corporation,Miami,-80.1911,25.7631,United States,USA,NA,BT LATAM Venezuela, S.A.,AS7908
544,Electro Industries GaugeTech,Generic,EIG Embedded Web Server,23.246.89.146,Time Warner Cable,New York,-74.005,40.7055,United States,USA,NA,Time Warner Cable,AS12271
545,Electro Industries GaugeTech,Generic,EIG Embedded Web Server,190.5.228.70,Cable Onda,Panama,-79.5197,8.99359999999999,Panama,PAN,NA,Cable Onda,AS21599
546,Electro Industries GaugeTech,Generic,EIG Embedded Web Server,24.249.223.198,Cox Communications,Higganum,-72.5828,41.4628,United States,USA,NA,Cox Communications,AS22773
547,Electro Industries GaugeTech,Generic,EIG Embedded Web Server,98.116.12.61,Verizon Fios Business,Glen Rock,-74.123,40.9604,United States,USA,NA,Verizon Fios Business,AS701
548,Electro Industries GaugeTech,Generic,EIG Embedded Web Server,201.221.230.55,Liberty Technologies Corp.,Panama,-79.5197,8.99359999999999,Panama,PAN,NA,Liberty Technologies Corp.,AS27928
549,Electro Industries GaugeTech,Generic,EIG Embedded Web Server,200.46.112.18,Cable Onda,Panama,-79.5197,8.99359999999999,Panama,PAN,NA,Cable Onda,AS21599
550,Electro Industries GaugeTech,Generic,EIG Embedded Web Server,209.161.123.50,Gbnet Corporation,Miami,-80.1911,25.7631,United States,USA,NA,BT LATAM Venezuela, S.A.,AS7908
551,Electro Industries GaugeTech,Generic,EIG Embedded Web Server,207.225.28.1,CenturyLink,Colorado Springs,-104.874,38.9299,United States,USA,Linux 2.4-2.6,CenturyLink,AS209
552,Electro Industries GaugeTech,Generic,EIG Embedded Web Server,152.1.236.84,North Carolina State University,Raleigh,-78.7239,35.7463,United States,USA,NA,North Carolina State University,AS11442
553,Electro Industries GaugeTech,Generic,EIG Embedded Web Server,72.69.113.9,Verizon Fios Business,Brooklyn,-73.9779,40.6441,United States,USA,NA,Verizon Fios Business,AS701
554,Electro Industries GaugeTech,Generic,EIG Embedded Web Server,200.46.239.235,Cable Onda,NA,-80,9,Panama,PAN,NA,Cable Onda,AS21599
555,Electro Industries GaugeTech,Generic,EIG Embedded Web Server,190.105.152.218,Comunicaciones Tasion,Volcán,-82.6333,8.76669999999999,Panama,PAN,NA,Comunicaciones Tasion,AS52337
556,Electro Industries GaugeTech,Generic,EIG Embedded Web Server,134.129.139.249,North Dakota State University - Computer Center,Fargo,-96.7898,46.8772,United States,USA,NA,North Dakota State University - Computer Center,AS19530
557,Electro Industries GaugeTech,Generic,EIG Embedded Web Server,190.2.232.236,Cable Onda,Panama,-79.5197,8.99359999999999,Panama,PAN,NA,Cable Onda,AS27755
558,Electro Industries GaugeTech,Generic,EIG Embedded Web Server,50.74.254.62,Time Warner Cable,Bronx,-73.8867,40.8648,United States,USA,NA,Time Warner Cable,AS12271
559,Electro Industries GaugeTech,Generic,EIG Embedded Web Server,200.46.196.248,Cable Onda,NA,-80,9,Panama,PAN,NA,Cable Onda,AS21599
560,Electro Industries GaugeTech,Generic,EIG Embedded Web Server,68.132.214.203,Verizon Fios Business,New York,-73.9813,40.7769,United States,USA,NA,Verizon Fios Business,AS701
561,Electro Industries GaugeTech,Generic,EIG Embedded Web Server,168.77.207.40,Autoridad del Canal de Panama,NA,-80,9,Panama,PAN,NA,Autoridad del Canal de Panama,AS23414
562,Electro Industries GaugeTech,Generic,EIG Embedded Web Server,201.221.230.54,Liberty Technologies Corp.,Panama,-79.5197,8.99359999999999,Panama,PAN,NA,Liberty Technologies Corp.,AS27928
563,Electro Industries GaugeTech,Generic,EIG Embedded Web Server,172.254.45.195,Time Warner Cable,New York,-73.9826,40.7391,United States,USA,NA,Time Warner Cable,AS12271
564,Electro Industries GaugeTech,Generic,EIG Embedded Web Server,168.77.207.41,Autoridad del Canal de Panama,NA,-80,9,Panama,PAN,NA,Autoridad del Canal de Panama,AS23414
565,Electro Industries GaugeTech,Generic,EIG Embedded Web Server,64.191.6.4,Waverly Utilities,NA,-97.822,37.751,United States,USA,NA,Waverly Utilities,AS20298
566,Electro Industries GaugeTech,Generic,EIG Embedded Web Server,98.191.60.133,Cox Communications,Providence,-71.3932,41.8379,United States,USA,NA,Cox Communications,AS22773
567,Electro Industries GaugeTech,Generic,EIG Embedded Web Server,168.77.207.30,Autoridad del Canal de Panama,NA,-80,9,Panama,PAN,NA,Autoridad del Canal de Panama,AS23414
568,Electro Industries GaugeTech,Generic,EIG Embedded Web Server,100.12.131.155,Verizon Fios Business,Livingston,-74.3291,40.7871,United States,USA,NA,Verizon Fios Business,AS701
569,Electro Industries GaugeTech,Generic,EIG Embedded Web Server,208.59.124.146,RCN,New York,-73.9653,40.8006,United States,USA,NA,RCN,AS6079
570,Electro Industries GaugeTech,Generic,EIG Embedded Web Server,75.127.189.115,Optimum Online,Westbury,-73.5814,40.757,United States,USA,NA,Optimum Online,AS6128
571,Electro Industries GaugeTech,Generic,EIG Embedded Web Server,168.77.207.39,Autoridad del Canal de Panama,NA,-80,9,Panama,PAN,NA,Autoridad del Canal de Panama,AS23414
572,Elster EnergyICT,Generic,EnergyICT,77.16.19.153,Telenor Norge AS,Oslo,10.7487,59.905,Norway,NOR,NA,Telenor Norge AS,AS2119
573,Elster EnergyICT,Generic,EnergyICT,77.18.138.6,Telenor Norge AS,NA,10.75,59.95,Norway,NOR,NA,Telenor Norge AS,AS2119
574,Elster EnergyICT,Generic,EnergyICT,46.66.167.231,Telenor Norge AS,Stange,11.1942,60.718,Norway,NOR,NA,Telenor Norge AS,AS2119
575,Elster EnergyICT,Generic,EnergyICT,62.169.78.114,Nos Comunicacoes, S.A.,Vila Nova De Famalicão,-8.5198,41.408,Portugal,PRT,NA,Nos Comunicacoes, S.A.,AS2860
576,Elster EnergyICT,Generic,EnergyICT,62.169.78.97,Nos Comunicacoes, S.A.,Vila Nova De Famalicão,-8.5198,41.408,Portugal,PRT,NA,Nos Comunicacoes, S.A.,AS2860
577,Elster EnergyICT,Generic,EnergyICT,87.196.93.97,Nos Comunicacoes, S.A.,Lisbon,-9.13329999999999,38.7167,Portugal,PRT,NA,Nos Comunicacoes, S.A.,AS2860
578,Elster EnergyICT,Generic,EnergyICT,77.18.149.39,Telenor Norge AS,NA,10.75,59.95,Norway,NOR,NA,Telenor Norge AS,AS2119
579,Elster EnergyICT,Generic,EnergyICT,77.16.12.55,Telenor Norge AS,Oslo,10.7487,59.905,Norway,NOR,NA,Telenor Norge AS,AS2119
580,Elster EnergyICT,Generic,EnergyICT,77.18.136.247,Telenor Norge AS,NA,10.75,59.95,Norway,NOR,NA,Telenor Norge AS,AS2119
581,Elster EnergyICT,Generic,EnergyICT,88.210.126.191,Nos Comunicacoes, S.A.,Loures,-9.16810000000001,38.8291,Portugal,PRT,NA,Nos Comunicacoes, S.A.,AS2860
582,Elster EnergyICT,Generic,EnergyICT,77.18.155.7,Telenor Norge AS,NA,10.75,59.95,Norway,NOR,NA,Telenor Norge AS,AS2119
583,Elster EnergyICT,Generic,EnergyICT,77.16.19.246,Telenor Norge AS,Oslo,10.7487,59.905,Norway,NOR,NA,Telenor Norge AS,AS2119
584,Elster EnergyICT,Generic,EnergyICT,46.66.189.152,Telenor Norge AS,NA,10.75,59.95,Norway,NOR,NA,Telenor Norge AS,AS2119
585,Elster EnergyICT,Generic,EnergyICT,87.196.93.135,Nos Comunicacoes, S.A.,Lisbon,-9.13329999999999,38.7167,Portugal,PRT,NA,Nos Comunicacoes, S.A.,AS2860
586,Elster EnergyICT,Generic,EnergyICT,107.134.168.27,AT&T U-verse,NA,-97.822,37.751,United States,USA,NA,AT&T U-verse,AS7018
587,Elster EnergyICT,Generic,EnergyICT,46.66.185.128,Telenor Norge AS,NA,10.75,59.95,Norway,NOR,NA,Telenor Norge AS,AS2119
588,Elster EnergyICT,Generic,EnergyICT,77.16.5.104,Telenor Norge AS,Oslo,10.7487,59.905,Norway,NOR,NA,Telenor Norge AS,AS2119
589,Elster EnergyICT,Generic,EnergyICT,77.18.147.54,Telenor Norge AS,NA,10.75,59.95,Norway,NOR,NA,Telenor Norge AS,AS2119
590,Elster EnergyICT,Generic,EnergyICT,77.18.148.146,Telenor Norge AS,NA,10.75,59.95,Norway,NOR,NA,Telenor Norge AS,AS2119
591,Elster EnergyICT,Generic,EnergyICT,77.18.128.32,Telenor Norge AS,Skjeberg,11.1903,59.2115,Norway,NOR,NA,Telenor Norge AS,AS2119
592,Elster EnergyICT,Generic,EnergyICT,46.66.190.114,Telenor Norge AS,NA,10.75,59.95,Norway,NOR,NA,Telenor Norge AS,AS2119
593,Elster EnergyICT,Generic,EnergyICT,62.169.78.161,Nos Comunicacoes, S.A.,Vila Nova De Famalicão,-8.5198,41.408,Portugal,PRT,NA,Nos Comunicacoes, S.A.,AS2860
594,Elster EnergyICT,Generic,EnergyICT,46.66.178.176,Telenor Norge AS,NA,10.75,59.95,Norway,NOR,NA,Telenor Norge AS,AS2119
595,Elster EnergyICT,Generic,EnergyICT,62.169.78.176,Nos Comunicacoes, S.A.,Vila Nova De Famalicão,-8.5198,41.408,Portugal,PRT,NA,Nos Comunicacoes, S.A.,AS2860
596,Elster EnergyICT,Generic,EnergyICT,88.210.126.131,Nos Comunicacoes, S.A.,Loures,-9.16810000000001,38.8291,Portugal,PRT,NA,Nos Comunicacoes, S.A.,AS2860
597,Elster EnergyICT,Generic,EnergyICT,77.18.140.94,Telenor Norge AS,NA,10.75,59.95,Norway,NOR,NA,Telenor Norge AS,AS2119
598,Elster EnergyICT,Generic,EnergyICT,62.169.78.78,Nos Comunicacoes, S.A.,Vila Nova De Famalicão,-8.5198,41.408,Portugal,PRT,NA,Nos Comunicacoes, S.A.,AS2860
599,Elster EnergyICT,Generic,EnergyICT,77.18.135.243,Telenor Norge AS,Skjeberg,11.1903,59.2115,Norway,NOR,NA,Telenor Norge AS,AS2119
600,Elster EnergyICT,Generic,EnergyICT,46.66.184.118,Telenor Norge AS,NA,10.75,59.95,Norway,NOR,NA,Telenor Norge AS,AS2119
601,Elster EnergyICT,Generic,EnergyICT,62.169.78.94,Nos Comunicacoes, S.A.,Vila Nova De Famalicão,-8.5198,41.408,Portugal,PRT,NA,Nos Comunicacoes, S.A.,AS2860
602,Elster EnergyICT,Generic,EnergyICT,77.18.149.200,Telenor Norge AS,NA,10.75,59.95,Norway,NOR,NA,Telenor Norge AS,AS2119
603,Elster EnergyICT,Generic,EnergyICT,77.18.129.95,Telenor Norge AS,Skjeberg,11.1903,59.2115,Norway,NOR,NA,Telenor Norge AS,AS2119
604,Elster EnergyICT,Generic,EnergyICT,46.66.190.187,Telenor Norge AS,NA,10.75,59.95,Norway,NOR,NA,Telenor Norge AS,AS2119
605,Elster EnergyICT,Generic,EnergyICT,46.66.185.137,Telenor Norge AS,NA,10.75,59.95,Norway,NOR,NA,Telenor Norge AS,AS2119
606,Elster EnergyICT,Generic,EnergyICT,46.66.177.194,Telenor Norge AS,NA,10.75,59.95,Norway,NOR,NA,Telenor Norge AS,AS2119
607,Elster EnergyICT,Generic,EnergyICT,77.16.25.128,Telenor Norge AS,Oslo,10.7487,59.905,Norway,NOR,NA,Telenor Norge AS,AS2119
608,Elster EnergyICT,Generic,EnergyICT,88.210.126.127,Nos Comunicacoes, S.A.,Loures,-9.16810000000001,38.8291,Portugal,PRT,NA,Nos Comunicacoes, S.A.,AS2860
609,Elster EnergyICT,Generic,EnergyICT,46.66.184.101,Telenor Norge AS,NA,10.75,59.95,Norway,NOR,NA,Telenor Norge AS,AS2119
610,Elster EnergyICT,Generic,EnergyICT,87.196.93.87,Nos Comunicacoes, S.A.,Lisbon,-9.13329999999999,38.7167,Portugal,PRT,NA,Nos Comunicacoes, S.A.,AS2860
611,Elster EnergyICT,Generic,EnergyICT,87.196.93.16,Nos Comunicacoes, S.A.,Lisbon,-9.13329999999999,38.7167,Portugal,PRT,NA,Nos Comunicacoes, S.A.,AS2860
612,Elster EnergyICT,Generic,EnergyICT,77.18.129.182,Telenor Norge AS,Skjeberg,11.1903,59.2115,Norway,NOR,NA,Telenor Norge AS,AS2119
613,Elster EnergyICT,Generic,EnergyICT,101.231.130.214,China Telecom Shanghai,Shanghai,121.3997,31.0456,China,CHN,NA,China Telecom Shanghai,AS4812
614,Elster EnergyICT,Generic,EnergyICT,77.16.31.134,Telenor Norge AS,Oslo,10.7487,59.905,Norway,NOR,NA,Telenor Norge AS,AS2119
615,Elster EnergyICT,Generic,EnergyICT,62.169.78.99,Nos Comunicacoes, S.A.,Vila Nova De Famalicão,-8.5198,41.408,Portugal,PRT,NA,Nos Comunicacoes, S.A.,AS2860
616,Elster EnergyICT,Generic,EnergyICT,77.18.153.147,Telenor Norge AS,NA,10.75,59.95,Norway,NOR,NA,Telenor Norge AS,AS2119
617,Elster EnergyICT,Generic,EnergyICT,46.66.172.133,Telenor Norge AS,Stange,11.1942,60.718,Norway,NOR,NA,Telenor Norge AS,AS2119
618,Elster EnergyICT,Generic,EnergyICT,77.16.7.10,Telenor Norge AS,Oslo,10.7487,59.905,Norway,NOR,NA,Telenor Norge AS,AS2119
619,Elster EnergyICT,Generic,EnergyICT,77.16.10.188,Telenor Norge AS,Oslo,10.7487,59.905,Norway,NOR,NA,Telenor Norge AS,AS2119
620,Elster EnergyICT,Generic,EnergyICT,87.196.93.136,Nos Comunicacoes, S.A.,Lisbon,-9.13329999999999,38.7167,Portugal,PRT,NA,Nos Comunicacoes, S.A.,AS2860
621,Elster EnergyICT,Generic,EnergyICT,77.16.7.114,Telenor Norge AS,Oslo,10.7487,59.905,Norway,NOR,NA,Telenor Norge AS,AS2119
622,Elster EnergyICT,Generic,EnergyICT,46.66.181.149,Telenor Norge AS,NA,10.75,59.95,Norway,NOR,NA,Telenor Norge AS,AS2119
623,Elster EnergyICT,Generic,EnergyICT,77.18.142.87,Telenor Norge AS,NA,10.75,59.95,Norway,NOR,NA,Telenor Norge AS,AS2119
624,Elster EnergyICT,Generic,EnergyICT,77.16.30.43,Telenor Norge AS,Oslo,10.7487,59.905,Norway,NOR,NA,Telenor Norge AS,AS2119
625,Elster EnergyICT,Generic,EnergyICT,87.196.93.147,Nos Comunicacoes, S.A.,Lisbon,-9.13329999999999,38.7167,Portugal,PRT,NA,Nos Comunicacoes, S.A.,AS2860
626,Elster EnergyICT,Generic,EnergyICT,77.18.149.38,Telenor Norge AS,NA,10.75,59.95,Norway,NOR,NA,Telenor Norge AS,AS2119
627,Elster EnergyICT,Generic,EnergyICT,77.16.5.2,Telenor Norge AS,Oslo,10.7487,59.905,Norway,NOR,NA,Telenor Norge AS,AS2119
628,Elster EnergyICT,Generic,EnergyICT,62.169.78.153,Nos Comunicacoes, S.A.,Vila Nova De Famalicão,-8.5198,41.408,Portugal,PRT,NA,Nos Comunicacoes, S.A.,AS2860
629,Elster EnergyICT,Generic,EnergyICT,46.66.190.50,Telenor Norge AS,NA,10.75,59.95,Norway,NOR,NA,Telenor Norge AS,AS2119
630,Elster EnergyICT,Generic,EnergyICT,77.16.21.113,Telenor Norge AS,Oslo,10.7487,59.905,Norway,NOR,NA,Telenor Norge AS,AS2119
631,Elster EnergyICT,Generic,EnergyICT,77.16.15.38,Telenor Norge AS,Oslo,10.7487,59.905,Norway,NOR,NA,Telenor Norge AS,AS2119
632,Elster EnergyICT,Generic,EnergyICT,77.18.154.92,Telenor Norge AS,NA,10.75,59.95,Norway,NOR,NA,Telenor Norge AS,AS2119
633,Elster EnergyICT,Generic,EnergyICT,46.66.169.115,Telenor Norge AS,Stange,11.1942,60.718,Norway,NOR,NA,Telenor Norge AS,AS2119
634,Elster EnergyICT,Generic,EnergyICT,62.169.78.116,Nos Comunicacoes, S.A.,Vila Nova De Famalicão,-8.5198,41.408,Portugal,PRT,NA,Nos Comunicacoes, S.A.,AS2860
635,Elster EnergyICT,Generic,EnergyICT,77.16.4.98,Telenor Norge AS,Oslo,10.7487,59.905,Norway,NOR,NA,Telenor Norge AS,AS2119
636,Elster EnergyICT,Generic,EnergyICT,77.18.132.211,Telenor Norge AS,Skjeberg,11.1903,59.2115,Norway,NOR,NA,Telenor Norge AS,AS2119
